PLAYER_ID,MIN
1627754,79.39
1629055,96.35
1629354,212.245
1629078,240.50666666666666
1629234,241.86333333333334
204079,224.68
1629283,358.5183333333333
1626251,12.086666666666666
1629130,301.07
1628605,339.78
1628407,69.80666666666667
1629058,460.99666666666667
1628410,154.03333333333333
1629059,108.21166666666667
1629192,144.99
1629136,93.61666666666666
1629150,266.11833333333334
1628548,391.15
1629328,112.76333333333334
1629269,32.43333333333333
204158,313.255
1628402,107.4
1628221,442.6166666666667
203745,30.983333333333334
1628994,330.37333333333333
1627777,32.861666666666665
1629279,56.30833333333333
1628960,69.12166666666667
1627824,27.593333333333334
1629275,182.06166666666667
101124,268.0233333333333
1628385,23.283333333333335
1629312,451.17
1627740,201.75
1628387,254.81833333333333
1628095,219.08833333333334
1629067,341.54833333333335
1628554,129.96
1629353,254.43333333333334
1629311,98.345
1628515,62.31666666666667
1627766,399.265
1628392,68.83333333333333
1628439,485.42
1629145,318.61833333333334
1629243,4.9
1629226,58.13333333333333
1628397,145.28333333333333
1627938,131.15833333333333
1629122,292.26166666666666
1628580,309.62166666666667
203960,72.68333333333334
1628980,37.95166666666667
1629131,342.8
1627902,57.58833333333333
1627883,24.533333333333335
1629297,12.116666666666667
1627866,480.61
1628503,479.995
203923,412.995
1628876,276.305
1629375,50.7
1629123,372.53333333333336
203950,16.083333333333332
1628417,407.68333333333334
202363,45.056666666666665
1628393,461.4216666666667
1628547,93.52333333333333
1629121,322.72
1628965,335.525
1628537,202.83
1628599,94.56333333333333
1626586,354.6483333333333
1629166,394.655
1629203,438.03333333333336
1628611,149.28166666666667
1628526,265.9866666666667
1629010,219.535
1628975,399.975
1629147,453.295
1629362,354.17833333333334
1629137,225.61833333333334
204254,105.12833333333333
1628617,91.365
1628552,325.34
204066,223.95666666666668
203098,369.5833333333333
204181,340.0733333333333
1628405,457.025
1629140,435.4266666666667
1629148,392.165
1626281,143.555
1627218,344.8666666666667
1628413,132.87833333333333
1629236,458.47833333333335
1629153,298.20666666666665
1626999,380.6483333333333
1629235,49.61666666666667
1628070,454.82
1629162,398.35833333333335
203895,241.57333333333332
1626296,217.4
1629306,104.48333333333333
1629350,52.1
1629308,223.38
1627395,365.4066666666667
1629167,308.53
202712,36.666666666666664
1628992,137.24
1628618,328.4533333333333
1629212,51.233333333333334
202799,103.90166666666667
203909,342.39666666666665
1628443,522.67
1627292,167.03333333333333
1629232,354.0516666666667
203564,320.82666666666665
1628768,228.105
1629254,21.85
1627226,18.783333333333335
1627770,352.6616666666667
1629037,436.2366666666667
1628966,275.8466666666667
1627867,387.14
1628142,201.915
1627660,32.92
1629134,421.29833333333335
1627589,182.11166666666668
1629026,146.7
1629394,54.80166666666667
1627290,309.42333333333335
1629282,252.31833333333333
1629017,236.32833333333335
1628424,393.52
1628961,409.2216666666667
1626271,340.0233333333333
1627858,311.1983333333333
203684,135.99666666666667
1628671,220.37
203941,270.42
202730,247.14
1626260,342.7416666666667
1629022,85.18333333333334
1628379,24.15
1628436,326.00333333333333
1628517,181.15666666666667
1627781,99.98
1629005,234.60666666666665
1629223,357.9766666666667
1628533,52.266666666666666
1629305,317.74
1629094,227.395
1627875,319.705
1629417,37.63333333333333
1627925,21.866666666666667
200766,309.15
1629263,60.10333333333333
1629156,348.745
1628536,162.88666666666666
1629393,367.62333333333333
1628512,332.4316666666667
1629298,32.51833333333333
1628777,16.466666666666665
1628982,201.3
1628609,355.075
1628164,10.905
1626187,445.6766666666667
1627771,284.075
1628697,16.666666666666668
1626180,243.66166666666666
1628249,442.6483333333333
1629021,82.95666666666666
1629240,246.38333333333333
1628539,538.3
203509,212.105
1628513,430.24666666666667
203910,295.33
1629165,260.57166666666666
1629249,72.39166666666667
203658,294.25333333333333
1629245,120.66
1627855,98.53333333333333
1629420,7.8
204179,317.935
1628408,494.78
1628778,457.74
1627068,121.36833333333334
1628514,438.37
1629193,21.35
1627999,80.26333333333334
1629318,31.45
1627899,7.25
1626154,384.7
1629272,34.333333333333336
204192,444.79333333333335
1626173,399.755
1628959,469.045
1629034,367.64
203687,224.92666666666668
1629331,114.88
204076,262.305
1629154,207.32166666666666
1628246,163.52166666666668
1629202,202.50666666666666
1629057,49.73833333333334
1629066,84.18833333333333
1628842,132.7
1628681,448.9683333333333
1628606,101.84666666666666
203964,224.68333333333334
1629316,187.73833333333334
1626207,132.78833333333333
1626280,236.02666666666667
1629239,174.88333333333333
1628871,400.4266666666667
203159,400.615
1629204,323.23
203816,265.67
1628859,227.10166666666666
1629003,323.53333333333336
1626263,379.00666666666666
1629319,145.555
1629271,205.91166666666666
1627919,209.43333333333334
1628414,92.59833333333333
1626218,205.02333333333334
1629347,47.776666666666664
1627208,410.4216666666667
1628653,313.0133333333333
1627757,309.0783333333333
1628425,109.39
1629004,63.946666666666665
1628769,50.57833333333333
1629293,218.05
1629215,198.78333333333333
1629341,248.09166666666667
1627259,44.39
203093,300.12666666666667
1629205,4.116666666666666
1629033,479.87833333333333
1628418,32.916666666666664
1629118,142.14666666666668
1629435,276.3433333333333
1628549,176.38333333333333
1629260,307.035
1629186,247.75333333333333
1629270,194.075
1628689,89.915
1628396,323.0366666666667
1628753,274.73333333333335
1629290,19.9
1626275,312.21
204037,190.115
1629309,72.88333333333334
1629299,200.095
1629129,262.9
1628979,364.66833333333335
1629163,36.766666666666666
1628972,131.70666666666668
1628505,481.1816666666667
1628463,368.10333333333335
1629093,328.2
1626227,312.32
1629209,216.95
1627755,132.25
1628126,3.2333333333333334
1629296,100.78
1629339,31.966666666666665
1628431,220.17166666666665
203505,257.215
1629053,250.61
1628665,320.04
1627215,365.73333333333335
1629117,260.00333333333333
203805,328.56666666666666
1629367,43.8
203186,421.085
1628841,257.345
202918,191.155
1628999,499.375
1629139,397.895
1629155,363.92833333333334
1629146,202.9
1628860,29.516666666666666
1627753,195.03333333333333
