PLAYER_ID,MIN
1629356,53.13666666666666
1629200,364.56666666666666
1627846,89.45
203583,426.7416666666667
1627967,26.55
1628596,193.23833333333334
1626210,276.69666666666666
1629346,274.9266666666667
1627936,334.0083333333333
1628993,341.51166666666666
1628578,365.93
1628518,481.6666666666667
1627958,38.94833333333333
201281,235.75
1628510,274.0966666666667
1629116,426.605
1629285,245.32333333333332
203461,240.84
1629446,51.62
1627372,118.38833333333334
1628850,192.61666666666667
1628499,300.4716666666667
1628032,125.51666666666667
1629168,398.855
1628500,338.42833333333334
1628656,436.025
1629009,183.46
1629045,370.945
202954,55.31666666666667
1629132,78.56666666666666
204147,334.68
1629164,306.8
202688,22.066666666666666
1629000,263.01
1629102,487.74333333333334
1627362,424.465
1628971,65.62666666666667
203998,357.7
1628576,466.26166666666666
1628714,40.3
204215,419.92833333333334
201957,118.98333333333333
1629190,210.995
203710,229.98333333333332
203927,522.315
1628419,286.51166666666666
1629244,219.9
1629286,216.58333333333334
1629191,363.79
1627760,205.06666666666666
1628429,302.76166666666666
1626184,200.12166666666667
1629002,95.88333333333334
1627778,404.6816666666667
1628449,433.955
1629185,335.9816666666667
1626217,259.15833333333336
202874,191.35666666666665
204024,290.1116666666667
1626174,210.94333333333333
1629262,135.43333333333334
1629149,291.6166666666667
1628610,344.19666666666666
1629276,81.19666666666667
1629287,96.13
203928,297.57666666666665
201584,31.65
1628591,230.31666666666666
1629081,301.04333333333335
1628391,73.93333333333334
203474,117.31666666666666
1628614,107.42333333333333
1628026,355.7966666666667
203193,232.85666666666665
1627814,183.335
1628679,461.075
1627772,103.18333333333334
1627849,244.02666666666667
1627863,229.92666666666668
1629211,62.28
203130,500.71666666666664
202721,380.59
1629133,547.8666666666667
1628432,398.675
1629207,490.51
1629001,177.47333333333333
202732,273.2733333333333
201971,158.33333333333334
1629152,57.92333333333333
1628113,399.4766666666667
1629317,14.25
1629197,155.165
1627743,246.54166666666666
1629061,486.53833333333336
1629126,112.78666666666666
203907,169.795
1627496,394.445
1629302,77.35333333333334
1629184,371.9066666666667
1629195,181.77833333333334
1628421,349.0933333333333
202464,25.716666666666665
1628654,225.43333333333334
1628984,137.66333333333333
1627738,278.84833333333336
1627361,347.37333333333333
