,ID,PTS,REB,AST,STL,BLK,FGper,threeper,FTper,height_inches,weight
0,203932,19.159553538778628,8.735962235298029,2.5810797513380543,1.0919952794122536,0.7941783850270936,0.43084177387719824,0.3315694757488116,0.70086242478641,81,220
1,1627846,10.551620290150511,4.869978595454082,1.8262419732952808,1.0145788740529338,0.7102052118370537,0.3490151326742092,0.3764087622736385,0.6036744300614956,78,230
2,201143,14.812851561172831,8.42100465463935,5.478725919885843,0.7102052118370537,1.2174946488635203,0.4991728060340434,0.43829807359086737,0.7791965752726532,82,245
3,2744,18.68158030735754,10.762214742282062,2.3351975384196924,1.2183639330885352,1.8275458996328031,0.5350648272813817,0.0,0.8366099007207941,82,280
4,202329,11.57562780193481,9.159844608487543,1.5098644959045404,1.4092068628442376,0.7046034314221188,0.4036371085718138,0.3774661239761351,0.7428533319850338,81,220
5,202692,17.223626838674445,6.624471861028634,2.2421289375789226,1.3248943722057271,0.3057448551243985,0.4219279000716699,0.3373384901539197,0.8795260332411863,78,214
6,203518,11.34563008540112,3.6145370183578778,0.9036342545894696,1.204845672785959,0.30121141819648983,0.4026192623226415,0.3915748436554368,0.8574485037993411,78,190
7,1627936,7.364744288681205,3.5854676142263764,4.5545129153686394,1.4535679517133957,0.6783317107995847,0.4166894794911735,0.2567970048027,0.660888895379024,77,186
8,203458,14.35444736756634,13.093583747442269,1.9397901848062624,0.6789265646821917,1.55183214784501,0.5470208321153659,0.4849475462015656,0.6672878235733541,85,250
9,203459,15.28204404384575,5.225473124669836,1.7746889857369257,0.6901568277865822,0.5915629952456419,0.3933893918383519,0.36183936542525097,0.8272022550184892,78,215
10,101161,9.859344578470793,9.761727305416628,3.5142218299499857,1.3666418227583277,1.3666418227583277,0.5066336471511229,0.30261354646791544,0.6042509202052891,81,240
11,203083,16.26343988904675,17.273591434950276,3.333500101481632,1.6162424734456398,1.8182727826263447,0.5353803193288682,0.0,0.614172139909343,83,279
12,2738,8.303983053619916,5.373165505283476,4.493920240782543,1.1723270193345765,0.8792452645009324,0.4542767199921484,0.2852662413714136,0.6174255635162103,78,215
13,203460,6.727055006388272,6.425843588191785,1.6064608970479461,1.6064608970479461,1.204845672785959,0.5391684385717168,0.2228964494654025,0.3172760271669693,79,210
14,1626150,14.856766169154227,3.688576428203808,4.918101904271745,1.0246045633899468,0.7172231943729627,0.4323831257505576,0.3391441104820724,0.7991915594441585,78,213
15,203952,17.905120934959353,4.349831639566395,1.922018631436314,1.1127476287262874,0.6069532520325203,0.44408746273712735,0.3338242886178862,0.6504515684281843,80,202
16,203076,27.065347432024172,10.670925510833902,2.2311935159016345,1.455126206022805,2.425210343371341,0.5189950134814671,0.33564911152259364,0.8100202546860279,82,253
17,201229,14.344151951830053,5.050757729517624,1.9192879372166967,0.7071060821324674,0.4040606183614099,0.4636595595697179,0.4343651647385157,0.810141539814627,80,240
18,1628469,17.17924747273211,3.77347632349029,2.2839461957967546,0.7944160681032191,0.09930200851290237,0.3684104515828678,0.28598978451715884,0.7636324454642193,76,197
19,203382,11.566199164203447,10.551620290150511,2.3335314103217475,0.5072894370264669,1.2174946488635203,0.4839541229232494,0.12682235925661672,0.7609341555397003,82,260
20,201167,8.934506831554803,3.5738027326219215,1.5883567700541872,0.1985445962567734,0.4963614906419335,0.3841837937568565,0.3762420099065856,0.8398436421661514,77,210
21,203085,16.145400718689213,2.559636699304388,4.036350179672303,1.279818349652194,0.2953426960735832,0.422340055385224,0.3770541753206079,0.6418781261332542,76,200
22,202340,16.24384828404708,2.854979395377971,2.3627415685886657,1.279818349652194,0.19689513071572215,0.4075729205815448,0.36327151617050735,0.7560773019483731,74,180
23,1628389,12.633573524394407,10.18836574547936,2.7508587512794267,0.9169529170931424,1.1207202320027296,0.5175689798703514,0.0,0.7243928045035825,82,255
24,203463,13.934622062103276,4.61072053525476,1.639367301423915,1.3319859324069308,0.5123022816949734,0.4170140572997083,0.3483655515525819,0.8452987647967061,77,195
25,1627732,16.497319146154098,8.395085482658299,8.492702755712465,1.7571109149749928,0.8785554574874964,0.5329903108757479,0.0,0.5495852472949561,82,230
26,202687,10.919952794122537,11.217769688507698,1.5883567700541872,0.4963614906419335,2.2832628569528937,0.5062887204547721,0.0,0.6462626608157974,81,255
27,201933,22.930440092010013,7.879182058047494,6.161924430011501,0.7071060821324674,0.30304546377105746,0.4424463771057439,0.3485022833367161,0.792968963534267,82,251
28,1626246,23.725863251244522,13.68421158474269,2.461189133946527,1.1813707842943328,1.279818349652194,0.5070049615929846,0.0,0.8062855602808822,87,290
29,1626171,21.0520258047353,10.823918927906359,2.7804562383612663,1.0923220936419262,0.4965100425645119,0.4647333998403832,0.3604662909018356,0.7725696262303805,83,248
30,203992,15.666773994445018,3.788696979048796,4.4030802729486,1.2287665877996092,0.3071916469499023,0.4597634982683538,0.4054929739738711,0.8601366114597265,78,205
31,202711,16.955564735482113,4.061213110295117,1.7260155718754249,0.8122426220590235,0.10153032775737794,0.4832843601251189,0.4111978274173807,0.8782373351013192,80,230
32,203078,22.77395761625161,4.433867854491464,4.534637578457178,1.2092366875885807,0.4030788958628603,0.4665638219612608,0.3809095565904029,0.7991039110481205,77,207
33,1627742,16.764483709761166,5.523558216510904,4.069990264797508,0.7752362409138112,0.7752362409138112,0.45545129153686403,0.3779276674454829,0.6599198500778817,81,190
34,203464,9.010954977197137,4.4030802729486,2.4575331755992185,1.6383554503994793,0.5119860782498372,0.4310922778863629,0.2754485100984124,0.5242737441278333,76,200
35,201572,19.38090602284528,5.911176336967808,2.5195177829698863,0.5814271806853583,2.034995132398754,0.4564203368380063,0.33625871949636554,0.6734864842938734,84,268
36,1627854,13.516432465795702,2.662327606899153,2.0479443129993493,0.716780509549772,0.0,0.4300683057298633,0.4003731131913727,0.6625099852552894,75,190
37,1627741,19.660265404793748,5.631846860748209,2.7647248225491214,1.5359582347495118,0.4095888625998698,0.4566915817988548,0.44030802729485996,0.9092872749717108,76,214
38,203710,10.435441927933274,2.854979395377971,1.9689513071572216,1.5751610457257774,0.6891329575050275,0.4361227145353246,0.30518745260936936,0.8003787063594106,77,230
39,203468,21.641391107965077,3.9256476893518046,3.4223595240502918,0.9059186975427242,0.4026305322412108,0.44893304344895,0.4016239559106077,0.8435109650453365,75,190
40,101139,18.721071095104712,4.082786781379219,1.3941223155929041,0.9958016539949314,0.5974809923969588,0.3794004301720689,0.36346760370815,0.8314943810857677,78,225
