Name,ID,Team,Age,GP,FGA,3PM,REB,AST,PTS,MIN,FGM,FGP,3PA,3PPER,FTM,FTA,FTPER,TOV,STL,BLK
Kamari Murphy,1628768,LIN,24,14,12.6,0.6,12.3,2.2,15.9,228.105,5.8,0.463,2.4,0.267,3.6,4.1,0.885,3.0,0.8,1.3
Kanellos Garbis,1629254,WIS,26,5,3.3,0.0,1.6,1.6,0.0,21.85,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0.0,0.0
Karrington Ward,1627226,WCB,25,2,7.7,1.9,7.7,0.0,11.5,18.783333333333335,3.8,0.5,5.7,0.333,1.9,1.9,1.0,1.9,1.9,1.9
Kay Felder,1627770,RAP,23,11,17.8,2.1,4.7,7.1,20.3,352.6616666666667,6.9,0.391,6.9,0.309,4.3,5.3,0.808,2.4,1.6,0.4
Keenan Evans,1629037,GRD,22,14,11.6,2.1,4.5,3.6,15.4,436.2366666666667,5.4,0.464,4.5,0.455,2.6,3.3,0.8,2.3,1.2,0.1
Keita Bates-Diop,1628966,IWA,22,8,17.7,1.6,9.8,1.6,18.5,275.8466666666667,7.6,0.426,5.2,0.3,1.8,2.1,0.875,2.2,1.2,1.4
Keith Hornsby,1627867,TEX,26,16,11.0,2.1,4.1,1.2,16.5,387.14,5.4,0.492,4.3,0.5,3.5,4.3,0.826,1.5,1.0,0.2
Kellen Dunham,1628142,CAP,25,11,8.2,3.0,2.5,1.1,13.0,201.915,4.5,0.543,5.3,0.567,1.1,1.2,0.857,0.9,1.4,0.0
Kendall Gray,1627660,LIN,26,5,10.9,0.0,13.1,1.1,27.3,32.92,7.7,0.7,0.0,0.0,12.0,15.3,0.786,3.3,1.1,2.2
Kendrick Nunn,1629134,SCW,23,14,20.8,2.2,5.0,3.6,23.9,421.29833333333335,9.2,0.444,6.8,0.325,3.2,3.5,0.927,1.8,1.8,0.3
Kenneth Smith,1627589,GRD,25,9,9.5,1.4,4.2,8.7,12.3,182.11166666666668,4.3,0.458,3.4,0.412,2.2,2.4,0.917,3.8,1.6,0.2
Kenrich Williams,1629026,WES,24,5,13.0,0.5,14.5,4.2,16.4,146.7,7.1,0.547,2.9,0.167,1.7,4.2,0.412,1.5,2.2,1.2
Kentrell Barkley,1629394,RGV,22,7,8.5,0.0,5.3,2.6,6.6,54.80166666666667,2.6,0.308,1.3,0.0,1.3,1.3,1.0,0.7,0.0,1.3
Kevin Young,1627290,SCW,28,14,6.2,0.0,10.5,3.0,9.2,309.42333333333335,3.7,0.604,0.3,0.0,1.7,2.9,0.6,2.6,1.7,1.3
Khadeem Lattin,1629282,RAP,23,15,7.7,0.1,13.1,1.0,9.3,252.31833333333333,3.1,0.407,1.0,0.143,2.9,3.7,0.769,1.7,2.0,3.0
Khyri Thomas,1629017,GRD,22,7,15.4,2.9,2.7,2.4,21.2,236.32833333333335,7.8,0.505,6.7,0.432,2.7,2.9,0.947,1.2,1.8,0.0
Kobi Simmons,1628424,CTN,21,13,18.0,0.9,4.0,3.8,18.9,393.52,7.3,0.406,4.0,0.227,3.4,3.6,0.949,2.5,1.7,0.1
Kostas Antetokounmpo,1628961,TEX,21,15,9.5,0.1,9.2,1.1,13.1,409.2216666666667,4.6,0.481,1.3,0.067,3.9,6.2,0.62,2.6,1.8,2.4
Kyle Casey,1626271,MHU,28,15,8.6,0.4,8.2,3.5,13.8,340.0233333333333,4.3,0.506,1.5,0.286,4.7,5.9,0.786,2.8,0.6,1.4
Kyle Collinsworth,1627858,RAP,27,10,10.1,0.3,7.3,4.5,11.9,311.1983333333333,4.9,0.483,1.7,0.2,1.9,3.0,0.615,2.5,1.9,1.0
Kyle Randall,203684,DEL,27,9,10.9,0.8,2.9,5.3,11.4,135.99666666666667,4.8,0.439,2.9,0.273,1.1,1.6,0.667,4.0,1.6,0.0
L.G. Gill,1628671,IWA,23,13,9.6,0.3,7.5,0.8,12.1,220.37,4.7,0.492,0.3,1.0,2.3,3.6,0.636,1.6,0.7,0.5
LaQuinton Ross,203941,NAS,27,14,11.0,1.1,7.3,1.9,12.6,270.42,4.5,0.41,3.6,0.296,2.5,3.7,0.679,1.6,0.9,1.2
Lavoy Allen,202730,CAP,29,11,9.0,0.3,10.8,2.3,13.8,247.14,5.8,0.645,0.6,0.5,1.9,2.0,0.929,2.8,1.6,1.7
Levi Randolph,1626260,CTN,26,13,10.5,2.0,4.2,1.9,14.7,342.7416666666667,5.4,0.51,4.0,0.5,2.0,3.0,0.655,1.2,1.4,0.2
Lonnie Walker IV,1629022,AUS,19,4,23.2,0.8,3.8,3.0,26.2,85.18333333333334,11.0,0.473,4.6,0.182,3.4,5.9,0.571,1.7,1.3,0.8
Luke Kennard,1628379,GRD,22,1,19.4,7.5,7.5,7.5,40.2,24.15,10.4,0.538,11.9,0.625,11.9,14.9,0.8,1.5,0.0,0.0
Luke Kornet,1628436,WES,23,10,14.5,3.2,9.7,3.9,20.1,326.00333333333333,7.1,0.489,6.7,0.475,2.8,3.8,0.735,2.8,0.8,2.8
Luke Petrasek,1628517,GBO,23,10,8.3,2.8,6.8,0.4,11.1,181.15666666666667,4.0,0.476,6.2,0.452,0.4,0.4,1.0,1.6,0.6,0.6
Malachi Richardson,1627781,RAP,22,3,17.6,4.7,5.0,3.6,22.3,99.98,6.5,0.367,10.4,0.448,4.7,5.4,0.867,2.2,1.8,0.0
Malik Newman,1629005,SXF,21,12,15.7,3.1,5.5,4.1,20.7,234.60666666666665,8.1,0.52,7.7,0.4,1.4,2.0,0.692,1.4,1.4,0.2
Manu Lecomte,1629223,ACC,23,14,11.5,2.3,2.4,4.9,14.6,357.9766666666667,5.2,0.456,5.6,0.411,1.8,2.0,0.9,2.2,0.7,0.0
Marc Loving,1628533,ACC,24,9,8.3,1.4,5.5,0.7,5.5,52.266666666666666,2.1,0.25,5.5,0.25,0.0,0.0,0.0,1.4,1.4,1.4
Marcus Allen,1629305,SBL,24,12,11.6,0.3,4.2,1.9,12.3,317.74,5.3,0.461,1.7,0.2,1.4,2.2,0.632,1.6,1.6,0.2
Marcus Derrickson,1629094,SCW,22,8,15.4,3.0,8.9,2.7,18.2,227.395,7.1,0.464,6.8,0.442,0.9,1.3,0.75,1.9,0.6,0.3
Marcus Georges-Hunt,1627875,MNE,24,9,10.8,1.5,4.6,1.7,13.3,319.705,4.7,0.438,4.3,0.342,2.4,2.6,0.913,2.3,1.7,0.2
Marcus Keene,1629417,MHU,23,3,12.4,1.9,2.9,5.7,16.3,37.63333333333333,5.7,0.462,3.8,0.5,2.9,6.7,0.429,1.9,1.0,0.0
Marcus Posley,1627925,SXF,24,2,16.5,1.6,6.6,3.3,8.2,21.866666666666667,3.3,0.2,13.2,0.125,0.0,0.0,0.0,3.3,3.3,1.6
Marcus Williams,200766,STO,33,11,13.3,2.8,4.0,10.8,13.0,309.15,4.2,0.316,7.5,0.375,1.9,2.1,0.889,5.4,1.4,0.3
Mareik Isom,1629263,WIS,24,5,7.8,0.6,10.8,0.6,4.8,60.10333333333333,1.2,0.154,4.8,0.125,1.8,2.4,0.75,0.6,1.2,0.0
Markel Crawford,1629156,MHU,24,14,14.8,1.4,5.4,2.7,17.2,348.745,6.6,0.448,4.5,0.318,2.6,3.1,0.833,1.9,2.3,0.2
Marquise Moore,1628536,IWA,23,12,10.6,0.0,7.3,4.2,12.4,162.88666666666666,4.4,0.417,0.2,0.0,3.5,5.5,0.64,2.9,1.1,0.9
Matt Farrell,1629393,DEL,22,14,13.7,2.6,3.7,8.3,13.6,367.62333333333333,5.2,0.379,8.2,0.321,0.6,0.9,0.667,3.7,1.2,0.1
Matt Jones,1628512,STO,24,11,9.9,1.5,5.7,1.4,10.5,332.4316666666667,3.5,0.352,5.5,0.275,2.1,2.7,0.76,1.0,1.2,0.2
Matthew Fisher-Davis,1629298,RGV,22,4,10.0,2.2,1.1,3.3,8.9,32.51833333333333,2.2,0.222,7.7,0.286,2.2,2.2,1.0,1.1,0.0,0.0
Maverick Rowan,1628777,WES,22,3,10.9,0.0,4.4,0.0,0.0,16.466666666666665,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melvin Frazier Jr.,1628982,LAK,22,7,11.4,0.4,5.5,2.1,12.7,201.3,3.9,0.344,2.9,0.125,4.5,5.7,0.781,2.9,2.0,0.5
Michael Bethea Jr.,1628609,GRD,23,14,14.6,2.8,5.2,0.9,15.9,355.075,5.3,0.361,8.4,0.337,2.5,3.8,0.676,2.4,1.8,0.1
Michael Bryson,1628164,DEL,24,1,6.6,0.0,0.0,3.3,3.3,10.905,0.0,0.0,3.3,0.0,3.3,9.9,0.333,3.3,0.0,3.3
Michael Frazier,1626187,RGV,24,13,11.7,2.9,7.7,3.5,16.1,445.6766666666667,5.5,0.469,6.9,0.419,2.2,2.8,0.771,1.9,1.8,0.2
Michael Gbinije,1627771,SCW,26,10,8.7,2.2,4.4,2.2,10.9,284.075,3.8,0.435,5.1,0.425,1.1,1.5,0.75,1.0,1.4,0.5
Michael Orris,1628697,FWN,24,1,8.6,0.0,2.2,10.8,4.3,16.666666666666668,2.2,0.25,2.2,0.0,0.0,0.0,0.0,2.2,2.2,2.2
Michael Qualls,1626180,WIS,24,14,11.4,0.4,6.6,1.9,13.0,243.66166666666666,3.8,0.338,5.0,0.088,4.9,6.5,0.75,1.5,1.9,1.3
Mitchell Creek,1628249,LIN,26,14,10.9,0.3,6.8,2.8,15.0,442.6483333333333,5.9,0.537,1.6,0.2,3.0,4.1,0.74,2.4,1.0,0.2
Moritz Wagner,1629021,SBL,21,3,18.7,2.6,4.8,3.5,23.4,82.95666666666666,10.0,0.535,7.4,0.353,0.9,1.7,0.5,1.3,0.4,0.4
Muhammad-Ali Abdur-Rahkman,1629240,CTN,24,13,12.1,2.5,3.2,3.8,12.9,246.38333333333333,5.1,0.422,6.9,0.362,0.1,0.7,0.2,2.2,1.3,0.3
Mychal Mulder,1628539,WCB,24,16,11.6,2.9,5.1,1.9,13.4,538.3,4.7,0.405,7.4,0.387,1.1,1.5,0.739,1.7,1.1,0.2
Myck Kabongo,203509,RAP,26,14,13.6,0.3,4.1,4.9,10.7,212.105,4.1,0.3,4.2,0.08,2.2,3.2,0.684,3.4,1.4,0.2
Naz Mitrou-Long,1628513,SLC,25,13,16.4,2.2,5.9,5.9,20.2,430.24666666666667,7.3,0.444,7.4,0.292,3.5,4.4,0.792,3.6,1.0,0.4
Nick Johnson,203910,AUS,25,8,18.2,2.1,3.7,6.2,21.3,295.33,7.9,0.436,5.4,0.386,3.4,4.4,0.778,3.2,1.5,0.5
Nick King,1629165,MNE,23,12,15.1,1.2,10.1,2.8,18.7,260.57166666666666,7.5,0.495,4.3,0.29,2.5,3.2,0.783,2.3,1.0,0.3
Noah Allen,1629249,CAP,23,6,12.9,1.5,8.0,1.0,13.4,72.39166666666667,5.0,0.385,6.0,0.25,2.0,3.0,0.667,3.0,1.0,1.0
Norvel Pelle,203658,DEL,25,13,8.9,0.0,11.5,2.4,16.0,294.25333333333333,6.4,0.712,0.0,0.0,3.3,4.2,0.794,3.2,0.4,3.9
Nuni Omot,1629245,LIN,24,11,17.9,0.9,3.9,1.2,18.5,120.66,6.6,0.367,9.0,0.1,4.5,6.0,0.75,2.4,0.6,0.0
Okaro White,1627855,CAP,26,4,15.0,1.8,8.4,2.2,17.9,98.53333333333333,6.2,0.415,5.8,0.313,3.7,4.4,0.833,0.7,1.5,0.7
Oleksandr Kobets,1629420,CAP,22,3,13.8,4.6,9.2,0.0,13.8,7.8,4.6,0.333,4.6,1.0,0.0,0.0,0.0,4.6,0.0,0.0
Omari Johnson,204179,FWN,29,12,14.0,2.7,6.6,1.1,15.5,317.935,5.7,0.403,8.6,0.316,1.5,1.8,0.813,1.6,1.2,0.3
PJ Dozier,1628408,MNE,22,14,17.6,1.6,6.6,6.9,22.2,494.78,8.4,0.479,5.5,0.293,3.7,5.2,0.718,3.0,1.7,0.9
Paul Watson,1628778,WES,23,17,6.8,0.7,5.2,1.3,6.8,457.74,2.6,0.379,2.7,0.265,0.9,1.3,0.688,1.3,0.9,0.6
Pe'Shon Howard,1627068,CAP,28,11,12.2,2.4,2.4,6.2,14.2,121.36833333333334,4.7,0.39,6.2,0.381,2.4,3.6,0.667,3.9,1.2,0.0
Peter Jok,1628514,NAS,24,14,14.2,3.0,5.8,1.7,18.4,438.37,6.4,0.451,6.7,0.444,2.6,3.3,0.8,2.8,1.2,0.1
Phillip Carr,1629193,WES,23,4,10.1,1.7,11.8,1.7,18.5,21.35,6.7,0.667,1.7,1.0,3.4,6.7,0.5,1.7,0.0,0.0
Prince Williams,1627999,IWA,26,5,5.8,0.0,1.8,3.1,0.9,80.26333333333334,0.4,0.077,2.7,0.0,0.0,0.9,0.0,1.3,1.8,0.4
Quenton DeCosey,1629318,MNE,25,3,22.9,0.0,8.0,4.6,16.0,31.45,6.9,0.3,4.6,0.0,2.3,2.3,1.0,0.0,1.1,1.1
Quinton Chievous,1627899,CAP,25,1,0.0,0.0,14.9,5.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RJ Hunter,1626154,ERI,25,12,16.3,3.7,5.3,4.8,24.5,384.7,7.4,0.454,9.7,0.385,6.0,6.8,0.877,2.3,2.2,1.0
Randy Haynes,1629272,GRD,23,5,12.6,0.0,5.2,1.0,10.5,34.333333333333336,4.2,0.333,0.0,0.0,2.1,2.1,1.0,2.1,0.0,0.0
Raphiael Putney,204192,SXF,28,15,15.1,2.3,9.6,2.1,19.3,444.79333333333335,6.7,0.444,7.6,0.298,3.6,4.2,0.865,2.8,1.4,2.6
Rashad Vaughn,1626173,TEX,22,16,19.3,3.0,6.6,2.8,19.0,399.755,7.1,0.369,8.1,0.367,1.8,2.2,0.833,1.6,1.1,0.6
Rawle Alkins,1628959,WCB,21,16,16.9,2.1,7.5,4.0,19.1,469.045,7.5,0.445,5.4,0.38,2.0,3.1,0.634,3.9,1.1,0.8
Ray Spalding,1629034,TEX,21,13,15.7,0.6,11.5,2.2,18.1,367.64,7.4,0.475,2.1,0.286,2.6,4.6,0.574,2.8,2.0,2.7
Reggie Hearn,203687,STO,27,8,8.0,2.6,5.6,1.0,11.0,224.92666666666668,3.2,0.4,6.1,0.421,2.1,2.4,0.867,1.3,0.3,0.3
Retin Obasohan,1629331,NAS,25,6,13.8,0.3,4.4,5.6,11.3,114.88,4.4,0.318,3.8,0.083,2.2,3.4,0.636,4.7,2.2,0.0
Richard Solomon,204076,OKL,26,10,13.6,0.5,13.6,1.9,18.8,262.305,7.8,0.576,2.5,0.222,2.6,4.5,0.576,3.7,1.9,1.0
Rob Gray,1629154,FWN,24,10,18.4,1.6,4.3,2.4,22.7,207.32166666666666,7.6,0.415,5.4,0.29,5.9,6.6,0.895,1.9,0.7,0.5
Robert Heyer,1628246,SBL,26,7,8.6,1.8,6.6,2.9,8.8,163.52166666666668,3.1,0.359,5.9,0.296,0.9,0.9,1.0,0.9,1.1,0.2
Robert Johnson,1629202,WIS,23,13,12.6,1.1,4.1,3.2,12.3,202.50666666666666,5.0,0.394,4.3,0.25,1.2,2.0,0.636,0.7,0.7,0.0
Robert Williams III,1629057,MNE,21,2,9.4,0.0,13.0,3.6,19.5,49.73833333333334,8.0,0.846,0.0,0.0,3.6,5.8,0.625,1.4,0.7,3.6
Rodions Kurucs,1629066,LIN,20,4,15.0,1.7,9.8,3.0,16.2,84.18833333333333,5.6,0.371,5.6,0.308,3.4,3.4,1.0,3.4,2.1,1.7
Rodney Pryor,1628842,RAP,26,7,16.3,3.3,6.2,1.9,22.0,132.7,8.4,0.517,7.6,0.429,1.9,2.4,0.778,1.1,1.6,0.5
Rodney Purvis,1628681,SXF,24,14,15.4,3.4,4.0,3.8,17.5,448.9683333333333,6.2,0.401,9.6,0.35,1.8,3.0,0.579,1.9,0.8,0.2
Roger Moute a Bidias,1628606,RAP,23,8,10.3,0.4,6.0,0.7,7.4,101.84666666666666,2.8,0.276,2.5,0.143,1.4,1.4,1.0,1.4,0.4,1.4
Roscoe Smith,203964,GBO,27,12,12.5,1.0,10.3,2.2,14.4,224.68333333333334,6.1,0.487,2.6,0.375,1.3,1.9,0.667,2.6,0.6,0.8
Ryan Anderson,1629316,DEL,26,12,12.3,0.8,16.5,2.5,15.3,187.73833333333334,6.1,0.5,2.9,0.267,2.3,3.5,0.667,1.9,0.6,1.0
Ryan Boatright,1626207,ACC,25,6,10.0,1.9,3.3,8.9,9.5,132.78833333333333,3.5,0.351,6.8,0.28,0.5,1.4,0.4,1.9,1.4,0.5
Sam Thompson,1626280,GBO,26,14,11.6,1.2,5.0,1.7,10.5,236.02666666666667,4.1,0.355,5.0,0.242,1.1,1.7,0.636,1.2,0.8,0.3
Sanjay Lumpkin,1629239,ERI,24,8,8.9,0.6,5.4,1.6,11.1,174.88333333333333,4.3,0.488,2.5,0.25,1.9,2.7,0.692,0.8,1.2,0.2
Scoochie Smith,1628871,CTN,24,13,11.4,1.2,5.1,8.2,12.3,400.4266666666667,4.2,0.37,4.8,0.245,2.7,3.2,0.833,2.2,2.6,0.1
Scott Machado,203159,SBL,28,13,16.7,1.8,3.8,8.6,18.6,400.615,5.9,0.355,6.3,0.286,4.9,5.7,0.873,4.3,0.9,0.5
Scottie Lindsey,1629204,GRD,22,14,14.7,2.3,5.2,1.0,15.5,323.23,6.3,0.432,7.8,0.3,0.4,1.1,0.4,1.6,1.2,0.2
Scotty Hopson,203816,OKL,29,9,16.5,1.6,6.5,3.1,23.4,265.67,9.5,0.574,3.9,0.414,2.8,3.7,0.778,2.8,0.8,0.7
Sekou Wiggs,1628859,WES,24,17,9.7,0.3,6.2,4.4,10.3,227.10166666666666,3.8,0.393,1.6,0.2,2.4,3.6,0.652,3.5,1.0,0.0
Shake Milton,1629003,DEL,22,9,18.6,2.2,4.9,3.2,22.4,323.53333333333336,8.6,0.461,7.0,0.317,3.0,3.4,0.871,2.4,1.1,0.6
Shannon Scott,1626263,LIN,25,13,10.6,2.1,6.3,5.4,10.1,379.00666666666666,3.6,0.339,7.0,0.297,0.8,1.2,0.615,2.9,0.9,0.5
Sheldon Jeter,1629319,MNE,24,10,9.4,2.0,4.7,2.0,11.6,145.555,3.5,0.368,5.9,0.333,2.7,2.7,1.0,1.2,2.0,0.7
Shep Garner,1629271,GRD,24,11,12.4,2.8,3.5,2.1,11.0,205.91166666666666,3.8,0.31,9.6,0.291,0.5,0.5,1.0,2.1,1.6,0.0
Shonn Miller,1627919,SLC,25,13,7.4,2.1,7.2,1.0,10.7,209.43333333333334,3.6,0.488,5.2,0.4,1.4,1.9,0.727,1.7,1.0,0.7
Sindarius Thornwell,1628414,ACC,24,3,15.2,0.8,1.2,2.3,17.9,92.59833333333333,6.2,0.41,4.7,0.167,4.7,6.2,0.75,3.1,1.9,0.0
Sir'Dominic Pointer,1626218,CTN,26,12,8.6,0.7,5.6,3.2,10.9,205.02333333333334,4.2,0.49,1.9,0.364,1.8,2.6,0.667,2.5,3.9,1.1
Stanford Robinson,1629347,RGV,23,7,13.6,0.0,6.0,4.5,6.0,47.776666666666664,1.5,0.111,4.5,0.0,3.0,6.8,0.444,6.8,1.5,0.8
Stephan Hicks,1627208,FWN,26,12,11.9,1.3,6.6,0.8,17.2,410.4216666666667,6.0,0.5,3.9,0.333,3.9,4.5,0.882,1.9,1.0,0.3
Stephaun Branch,1628653,SLC,23,14,9.0,1.0,6.3,1.8,7.8,313.0133333333333,3.1,0.346,4.0,0.257,0.6,0.9,0.625,2.2,2.1,2.2
Stephen Zimmerman,1627757,WES,22,17,9.4,0.0,11.1,2.8,12.6,309.0783333333333,5.4,0.568,0.0,0.0,1.9,3.6,0.516,3.5,0.9,1.4
Sterling Brown,1628425,WIS,23,3,16.8,2.6,6.9,3.9,18.8,109.39,7.9,0.471,7.9,0.333,0.3,0.7,0.5,2.6,1.6,0.0
Svi Mykhailiuk,1629004,SBL,21,2,23.1,5.6,2.8,2.3,28.1,63.946666666666665,9.6,0.415,11.3,0.5,3.4,3.9,0.857,3.4,0.6,0.0
Tahjere McCall,1628769,LIN,24,4,10.0,0.0,3.6,2.8,4.3,50.57833333333333,1.4,0.143,6.4,0.0,1.4,2.8,0.5,5.0,0.7,0.7
Tanner McGrew,1629293,MHU,25,15,11.2,1.5,10.1,3.0,13.4,218.05,4.8,0.426,4.5,0.333,2.3,2.8,0.824,2.5,1.7,0.8
Taren Sullivan,1629215,STO,23,11,12.3,1.6,6.7,3.1,12.9,198.78333333333333,5.3,0.426,5.3,0.31,0.7,0.9,0.8,2.5,1.4,0.4
Tarik Phillip,1629341,MHU,25,13,12.5,1.5,5.4,4.8,16.7,248.09166666666667,5.9,0.477,4.1,0.357,3.3,4.1,0.821,2.6,2.0,0.6
Terrence Drisdom,1627259,MHU,26,5,7.3,0.0,6.5,0.8,1.6,44.39,0.8,0.111,1.6,0.0,0.0,0.0,0.0,1.6,0.0,0.0
Terrence Jones,203093,ERI,26,9,18.2,1.4,10.3,6.2,28.1,300.12666666666667,10.1,0.553,3.5,0.414,6.5,8.9,0.73,3.7,2.2,1.1
Terry Maston,1629205,ACC,23,3,8.7,0.0,0.0,0.0,0.0,4.116666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7
Theo Pinson,1629033,LIN,23,14,14.5,2.8,5.3,6.4,19.4,479.87833333333333,6.4,0.44,7.6,0.366,3.9,4.5,0.867,2.8,1.0,0.9
Thomas Bryant,1628418,CAP,21,1,13.1,1.1,17.5,3.3,23.0,32.916666666666664,7.7,0.583,3.3,0.333,6.6,7.7,0.857,2.2,1.1,3.3
Thomas Welsh,1629118,CAP,22,7,11.6,1.3,12.2,2.5,13.4,142.14666666666668,4.6,0.391,2.8,0.455,3.0,3.8,0.8,2.5,0.3,0.5
Thomas Wilder,1629435,WCB,23,11,11.2,0.1,5.5,2.9,9.0,276.3433333333333,3.6,0.326,2.2,0.059,1.6,2.9,0.545,2.6,1.2,0.0
Thomas Wimbush,1628549,LIN,25,13,10.0,0.6,5.3,2.0,9.6,176.38333333333333,3.5,0.347,3.3,0.188,2.0,3.1,0.667,2.9,1.2,0.0
Tim Bond,1629260,RGV,23,14,13.6,1.2,7.0,6.1,11.6,307.035,4.0,0.293,5.2,0.227,2.5,3.3,0.75,4.6,2.3,1.4
Tiwian Kendley,1629186,CAP,23,10,17.1,1.3,3.6,2.3,18.3,247.75333333333333,7.0,0.407,6.2,0.209,3.1,4.8,0.636,3.3,2.0,0.6
Todd Withers,1629270,GRD,22,12,7.2,0.2,8.5,1.7,4.6,194.075,1.9,0.256,4.8,0.038,0.7,1.5,0.5,1.3,1.5,0.4
Tommy Williams,1628689,ERI,25,9,9.6,0.0,10.0,4.0,9.6,89.915,4.4,0.458,3.2,0.0,0.8,1.2,0.667,3.6,1.2,1.2
Tony Bradley,1628396,SLC,20,12,15.4,0.6,10.1,1.7,19.7,323.0366666666667,9.1,0.594,1.9,0.294,0.9,2.5,0.364,2.7,0.7,1.3
Tra-Deon Hollins,1628753,FWN,23,10,9.2,0.5,3.8,10.4,10.6,274.73333333333335,3.9,0.429,2.0,0.267,2.2,2.8,0.81,3.7,3.5,0.5
Travin Thibodeaux,1629290,FWN,22,4,10.9,0.0,9.0,3.6,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.8,1.8
Travis Trice II,1626275,WIS,25,9,15.2,1.4,5.7,6.0,15.9,312.21,6.1,0.402,4.4,0.316,2.3,3.0,0.769,2.2,1.4,0.1
Travis Wear,204037,SBL,28,6,15.9,2.7,8.0,2.1,20.5,190.115,7.4,0.464,6.4,0.412,3.0,3.6,0.842,1.9,1.1,0.8
Trayvon Palmer,1629309,NAS,24,3,10.9,2.0,6.4,2.0,9.9,72.88333333333334,3.5,0.318,7.9,0.25,1.0,1.0,1.0,2.5,2.5,1.5
Tre'Darius McCallum,1629299,WCB,23,14,13.9,2.2,5.6,0.9,16.2,200.095,6.3,0.455,6.8,0.316,1.4,2.3,0.615,2.3,2.2,0.2
Trevon Bluiett,1629129,WES,24,12,15.9,2.7,5.9,3.1,17.0,262.9,6.2,0.388,9.0,0.303,1.9,2.1,0.933,1.9,1.2,0.0
Trevon Duval,1628979,WIS,20,13,16.5,1.3,3.5,5.0,15.4,364.66833333333335,6.3,0.383,5.0,0.255,1.5,2.9,0.517,3.9,1.9,0.0
Trey Lewis,1629163,SLC,26,2,10.8,2.9,2.9,1.0,10.8,36.766666666666666,3.9,0.364,5.9,0.5,0.0,0.0,0.0,2.0,0.0,0.0
Troy Brown Jr.,1628972,CAP,19,4,16.4,1.1,6.0,4.9,19.1,131.70666666666668,7.7,0.467,4.6,0.235,2.7,3.6,0.769,1.9,1.4,0.3
Troy Caupain,1628505,LAK,23,14,13.9,1.8,6.6,5.1,17.7,481.1816666666667,6.1,0.441,5.2,0.348,3.6,4.4,0.814,2.4,0.9,0.1
Tyler Cavanaugh,1628463,SLC,24,14,15.9,3.5,7.8,2.4,21.3,368.10333333333335,7.1,0.448,8.3,0.424,3.5,4.1,0.857,2.8,0.4,0.3
Tyler Davis,1629093,OKL,21,12,14.6,0.0,15.0,2.2,24.1,328.2,9.2,0.632,0.0,0.0,5.7,7.6,0.754,2.6,0.5,1.5
Tyler Harvey,1626227,MHU,25,15,14.8,3.1,3.3,4.0,19.5,312.32,6.6,0.445,8.2,0.38,3.2,3.8,0.848,1.7,1.5,0.6
Tyler Nelson,1629209,GBO,23,10,11.0,2.5,3.5,1.7,13.9,216.95,5.0,0.455,5.6,0.441,1.5,1.7,0.9,0.8,0.2,0.2
Tyler Ulis,1627755,WCB,22,4,20.1,1.4,4.4,9.5,25.3,132.25,7.9,0.392,5.4,0.25,8.2,10.1,0.811,3.5,2.2,0.3
Tyrell Corbin,1628126,NAS,26,1,0.0,0.0,0.0,0.0,0.0,3.2333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0
Uche Ofoegbu,1629296,RAP,25,9,13.2,0.0,4.6,2.1,10.7,100.78,4.3,0.324,2.5,0.0,2.1,2.9,0.75,3.2,0.4,0.0
Uchenna Iroegbu,1629339,STO,22,3,10.1,2.3,1.1,1.1,15.8,31.966666666666665,4.5,0.444,3.4,0.667,4.5,4.5,1.0,2.3,0.0,1.1
V.J. Beachem,1628431,WCB,23,11,13.2,2.6,3.6,2.3,13.7,220.17166666666665,4.6,0.346,8.2,0.32,2.0,2.3,0.857,1.6,1.0,0.8
Vander Blue,203505,WIS,26,8,10.8,1.1,6.3,4.2,10.8,257.215,4.1,0.377,3.8,0.296,1.5,2.7,0.579,2.2,1.7,0.0
Vincent Edwards,1629053,RGV,22,7,10.5,3.0,5.7,3.3,12.8,250.61,4.9,0.466,7.6,0.396,0.0,0.0,0.0,0.9,0.6,0.7
Vitto Brown,1628665,MNE,23,13,13.3,3.5,7.3,1.0,18.8,320.04,6.2,0.466,8.8,0.397,2.9,3.3,0.897,2.2,0.7,0.6
Walter Lemon Jr.,1627215,WCB,26,10,18.5,1.5,4.2,6.4,23.1,365.73333333333335,9.4,0.505,4.2,0.349,3.0,4.0,0.732,4.2,2.5,0.1
Wenyen Gabriel,1629117,STO,21,11,14.3,0.8,12.5,2.1,17.0,260.00333333333333,6.9,0.485,3.3,0.25,2.4,3.2,0.739,3.0,1.0,1.5
Will Cherry,203805,SCW,27,11,13.8,0.7,6.5,5.5,12.3,328.56666666666666,4.7,0.341,4.8,0.136,2.2,2.4,0.909,2.1,2.7,0.3
William Lee,1629367,IWA,23,6,9.0,0.0,6.6,0.8,9.9,43.8,4.1,0.455,1.6,0.0,1.6,1.6,1.0,2.5,0.8,4.1
